order_id,date,customer_id,product_id,revenue,units,source
485,2023-01-19 02:16:31,1447,120,89.81,5,web
1317,2023-02-02 03:02:20,2249,57,94.74,5,app
2385,2023-01-20 04:01:14,996,108,75.11,3,app
2335,2023-02-21 18:52:15,515,74,95.27,5,web
2611,2023-02-10 01:12:09,1830,84,71.84,4,web
19,2023-02-09 09:50:07,630,237,63.3,5,app
1726,2023-02-03 05:19:19,220,128,32.27,1,app
1096,2023-01-14 12:42:12,181,73,56.05,2,app
2910,2023-03-04 16:56:16,2054,152,5.99,4,web
2045,2023-02-18 02:34:07,1155,144,89.62,2,app
137,2023-03-11 01:15:24,2437,61,99.17,4,web
1804,2023-01-04 01:31:21,843,20,71.6,4,app
276,2023-02-28 18:23:17,1597,194,85.04,3,app
1658,2023-03-20 00:53:46,1910,209,45.24,1,app
788,2023-01-20 17:55:31,565,17,89.24,3,web
1164,2023-03-12 18:25:12,1554,156,18.34,4,web
4682,2023-02-02 21:40:56,1442,206,88.94,5,web
1231,2023-01-18 13:33:01,2323,210,54.44,3,web
515,2023-02-02 16:30:50,422,169,17.29,2,web
2544,2023-02-24 07:12:41,1452,65,90.16,2,app
2077,2023-03-05 12:06:27,1198,173,12.01,1,app
3305,2023-01-18 18:01:47,1950,12,67.83,2,app
3965,2023-03-10 06:47:02,632,165,97.06,1,app
714,2023-03-19 03:12:04,1682,42,94.02,1,web
4905,2023-03-22 14:01:55,857,217,15.17,5,app
4735,2023-03-20 22:00:58,163,132,73.78,3,app
3212,2023-01-12 19:43:29,1708,102,62.78,3,app
574,2023-01-29 12:45:24,248,143,53.74,4,web
1263,2023-03-04 19:18:26,143,175,86.04,3,app
4108,2023-03-06 05:22:53,128,70,90.77,2,app
31,2023-03-10 22:24:10,1163,216,60.92,2,web
3109,2023-03-07 13:59:23,336,82,21.26,1,app
4901,2023-03-09 21:17:57,2406,12,67.83,1,web
3195,2023-01-02 16:22:31,1602,38,29.47,4,app
2600,2023-03-24 00:39:47,732,74,95.27,4,app
2687,2023-02-21 15:06:26,1896,24,42.42,2,web
239,2023-01-17 11:59:03,1989,62,45.51,1,app
4647,2023-02-07 09:38:00,2216,79,46.74,2,web
4172,2023-02-03 21:20:37,1196,134,88.46,5,web
4989,2023-01-19 07:02:52,2324,16,28.62,4,web
1610,2023-03-28 02:33:13,1041,215,78.52,2,app
4319,2023-03-29 05:35:42,1221,97,98.03,4,app
886,2023-02-12 01:39:46,1571,94,11.08,5,app
1233,2023-01-01 09:51:05,604,134,88.46,4,app
550,2023-01-09 04:33:32,1811,90,19.96,4,app
4505,2023-01-15 00:59:47,503,66,87.05,3,app
3613,2023-01-25 08:33:02,1995,175,86.04,4,web
3224,2023-02-25 11:48:03,683,73,56.05,5,app
175,2023-02-06 23:31:32,1940,28,57.85,3,web
1009,2023-03-22 11:29:38,2045,222,38.57,1,app
2045,2023-02-18 02:34:07,1155,137,12.98,4,app
1608,2023-01-04 19:45:57,625,31,74.9,4,app
388,2023-03-30 22:50:27,1751,104,36.12,4,app
2514,2023-01-19 06:46:19,304,61,99.17,5,app
2129,2023-01-14 12:18:35,1038,13,21.07,5,web
2695,2023-01-23 00:01:02,1947,210,54.44,5,web
1394,2023-01-30 08:02:16,947,109,18.11,4,web
4642,2023-01-07 05:44:36,1881,90,19.96,4,app
2609,2023-02-20 13:48:40,54,61,99.17,3,web
3728,2023-02-12 07:09:47,285,154,27.45,1,app
43,2023-03-09 08:47:30,1494,29,53.64,2,web
669,2023-01-03 14:46:26,2298,54,59.34,3,web
1244,2023-01-06 04:47:54,105,130,46.39,5,web
4903,2023-01-31 22:51:30,17,98,6.85,1,app
1138,2023-02-05 21:34:46,58,233,70.89,1,app
2746,2023-01-01 10:35:21,981,92,84.13,1,app
4231,2023-01-08 20:41:03,1436,83,8.97,3,app
4378,2023-03-29 14:53:57,123,174,42.34,1,app
3069,2023-01-01 23:48:58,191,25,68.32,3,app
2046,2023-01-09 16:25:37,1141,124,76.33,4,app
3578,2023-03-21 04:54:09,1106,38,29.47,3,web
3478,2023-01-14 04:31:54,1348,20,71.6,3,web
1632,2023-01-03 07:19:19,1099,233,70.89,4,app
460,2023-01-21 22:03:08,116,42,94.02,4,web
3264,2023-01-13 12:23:52,433,20,71.6,4,web
3516,2023-02-08 23:47:40,917,210,54.44,5,web
2804,2023-02-28 16:31:00,1523,9,79.84,1,app
3561,2023-01-06 13:51:19,1400,92,84.13,4,app
2854,2023-01-26 13:40:49,1427,44,63.19,3,web
4342,2023-03-27 05:26:47,382,208,10.48,4,app
2372,2023-03-30 03:39:00,716,11,45.71,2,app
710,2023-03-27 19:10:04,226,20,71.6,5,app
4706,2023-02-09 23:52:59,609,228,18.32,5,app
3147,2023-02-24 07:56:52,103,161,34.62,5,app
4552,2023-03-08 12:57:25,942,8,39.81,5,app
4240,2023-01-02 19:42:18,1896,165,97.06,1,app
735,2023-01-25 01:15:08,2294,201,58.77,1,web
4888,2023-01-16 17:25:45,588,170,44.81,3,web
4455,2023-01-28 23:07:43,347,59,29.9,4,web
4892,2023-01-22 06:52:05,1860,121,5.86,2,app
3128,2023-03-16 00:17:27,295,187,68.07,2,app
1548,2023-01-19 04:25:34,215,211,21.27,4,app
4278,2023-03-17 18:36:34,1246,212,11.8,4,app
1942,2023-01-29 22:46:13,482,79,46.74,3,app
3680,2023-03-29 22:19:30,545,230,39.57,1,web
1439,2023-03-11 09:36:22,62,48,85.2,1,app
1354,2023-02-25 09:04:21,1215,177,37.67,1,app
209,2023-03-27 14:54:50,505,110,80.01,3,app
4897,2023-03-14 22:20:25,1691,213,80.06,4,app
2159,2023-01-10 06:25:56,1742,115,88.66,1,web
4955,2023-01-31 15:25:44,470,217,15.17,5,app
4169,2023-03-11 13:27:34,975,111,66.5,3,web
2791,2023-02-28 13:12:50,784,45,47.2,1,web
2246,2023-03-26 17:45:13,653,53,10.83,2,app
3082,2023-01-24 12:08:55,28,157,29.69,2,web
4099,2023-02-04 12:34:29,2225,29,53.64,3,app
1548,2023-01-19 04:25:34,215,174,42.34,2,app
4729,2023-03-26 00:05:41,357,183,72.14,3,app
4760,2023-02-01 11:47:12,239,5,22.83,4,web
4869,2023-03-24 06:56:14,1030,93,12.01,3,app
4674,2023-01-13 22:22:19,1220,65,90.16,4,web
3140,2023-01-25 17:20:24,862,10,93.17,2,app
1253,2023-03-12 22:03:46,269,74,95.27,5,web
180,2023-02-07 02:38:56,1003,111,66.5,5,web
2303,2023-02-21 04:12:15,1921,114,13.91,3,web
2878,2023-02-17 09:23:26,1485,43,29.49,3,web
4341,2023-03-23 08:15:06,1157,31,74.9,1,web
3854,2023-01-28 03:16:56,2009,181,97.85,2,web
4848,2023-02-01 04:47:24,70,40,96.75,4,app
1878,2023-01-02 20:39:00,1800,97,98.03,5,app
1224,2023-01-26 19:51:52,1110,178,53.42,1,web
59,2023-01-07 14:01:23,1441,220,36.85,2,app
3802,2023-01-16 02:05:17,1126,80,71.87,2,app
4615,2023-03-09 19:43:37,1374,7,23.09,4,web
3732,2023-03-29 01:51:51,2043,104,36.12,4,app
4612,2023-02-04 15:10:43,979,73,56.05,3,app
1474,2023-02-25 12:55:52,1935,25,68.32,3,web
696,2023-01-08 03:39:55,1025,49,95.08,5,web
585,2023-02-07 14:09:39,1382,229,20.94,5,app
258,2023-01-11 00:38:52,172,176,61.48,4,app
36,2023-03-08 05:53:51,2029,195,13.36,3,app
3732,2023-03-29 01:51:51,2043,233,70.89,3,app
990,2023-02-28 11:59:11,631,162,71.6,2,web
121,2023-03-09 17:43:05,1484,15,43.46,4,web
2998,2023-02-24 07:55:43,1862,52,63.12,3,app
9,2023-03-09 09:32:23,997,13,21.07,4,app
1187,2023-01-19 11:58:47,86,176,61.48,4,web
4849,2023-03-14 02:00:38,162,80,71.87,1,app
3045,2023-03-08 20:40:12,2236,55,98.09,2,web
1770,2023-01-07 04:55:42,1395,16,28.62,5,app
3933,2023-03-14 10:41:29,2067,91,16.48,3,web
1496,2023-03-30 11:38:34,1942,193,13.02,2,app
2822,2023-03-05 23:25:31,997,5,22.83,2,app
3775,2023-01-28 09:09:56,423,34,78.5,2,web
821,2023-02-09 23:03:01,550,106,96.51,4,web
3440,2023-03-20 11:10:10,2451,62,45.51,5,app
4477,2023-02-04 10:03:08,1480,49,95.08,5,web
2525,2023-02-12 03:13:39,1614,209,45.24,4,app
4934,2023-01-02 18:20:38,1220,43,29.49,2,web
918,2023-02-14 16:42:23,1056,132,73.78,4,web
73,2023-03-18 19:16:37,556,41,66.1,3,web
3219,2023-01-09 16:51:56,29,180,5.91,4,app
1656,2023-01-05 19:22:00,1216,2,85.17,5,app
2427,2023-02-24 14:35:16,235,123,32.46,3,web
3672,2023-03-27 23:23:56,730,18,32.23,3,app
3019,2023-02-02 01:33:39,1612,20,71.6,1,web
4507,2023-03-23 01:15:19,2172,171,87.56,2,web
3705,2023-03-08 03:15:26,2045,48,85.2,4,app
898,2023-01-29 04:50:40,637,43,29.49,1,app
2194,2023-03-13 18:10:06,1127,127,24.01,4,app
4589,2023-03-21 15:27:22,2434,185,56.84,5,web
3278,2023-03-08 22:04:43,874,225,77.91,3,app
908,2023-01-27 08:17:33,903,30,66.16,4,app
1191,2023-03-06 04:58:37,492,107,29.51,1,web
2248,2023-03-15 06:25:13,1520,134,88.46,5,app
4795,2023-03-15 14:06:33,1677,185,56.84,5,app
1758,2023-01-05 15:44:21,2416,73,56.05,4,web
3026,2023-01-01 13:02:38,911,209,45.24,2,web
2545,2023-01-10 15:31:53,221,60,48.95,4,app
3045,2023-03-08 20:40:12,2236,117,56.14,1,web
322,2023-03-15 13:52:29,2164,73,56.05,4,web
243,2023-01-24 00:05:22,2072,95,13.12,4,web
2600,2023-03-24 00:39:47,732,188,25.55,4,app
2531,2023-01-24 23:39:47,1560,92,84.13,2,app
711,2023-01-01 12:47:33,340,83,8.97,5,web
4248,2023-02-20 15:22:51,582,105,85.92,3,app
3421,2023-02-05 20:48:23,790,202,91.58,1,app
3684,2023-01-18 05:02:48,2251,168,65.47,1,app
408,2023-01-13 11:59:07,796,211,21.27,3,app
2667,2023-03-17 05:29:54,2182,238,73.49,3,app
180,2023-02-07 02:38:56,1003,229,20.94,3,web
354,2023-03-26 01:15:44,266,110,80.01,3,web
809,2023-01-20 13:08:16,63,225,77.91,4,web
3252,2023-03-22 08:05:31,1321,76,19.21,4,web
1140,2023-01-31 09:48:16,34,201,58.77,3,web
3647,2023-03-24 13:40:55,1147,54,59.34,1,web
4405,2023-01-26 15:05:36,1467,37,14.6,2,app
1032,2023-01-28 14:36:16,1110,6,85.97,2,app
3338,2023-01-20 22:17:53,1749,99,62.64,2,app
505,2023-01-26 04:08:39,669,9,79.84,5,web
2548,2023-02-05 17:44:52,2022,56,27.6,5,web
2579,2023-03-13 17:32:10,141,24,42.42,5,web
3297,2023-01-10 05:56:05,1391,181,97.85,1,app
2786,2023-01-31 11:03:06,1594,71,25.14,5,app
501,2023-01-31 11:22:32,2342,200,16.13,5,web
1627,2023-01-21 13:54:48,507,5,22.83,4,app
1367,2023-03-10 06:12:43,2092,143,53.74,2,app
1412,2023-03-28 03:28:30,1081,164,13.99,5,web
3315,2023-03-02 11:48:39,2198,139,36.33,3,app
740,2023-03-22 18:00:40,1036,145,87.83,2,app
3939,2023-02-18 16:25:59,1648,148,46.46,3,app
1923,2023-02-04 03:36:31,914,89,19.01,4,web
2774,2023-01-04 11:38:01,1401,229,20.94,1,web
3346,2023-01-23 00:46:17,199,130,46.39,4,web
4348,2023-03-05 08:52:21,2016,28,57.85,5,app
595,2023-02-16 21:01:42,2035,58,27.34,2,web
1325,2023-01-30 03:44:46,577,176,61.48,2,app
870,2023-03-12 19:48:58,1917,1,74.6,3,app
2987,2023-01-10 22:21:50,1969,52,63.12,3,web
4304,2023-03-19 22:35:55,360,34,78.5,5,web
2599,2023-03-08 18:38:47,1112,236,18.32,4,app
3685,2023-03-07 07:10:34,487,56,27.6,2,web
865,2023-03-26 06:52:14,1973,218,32.16,1,app
2932,2023-03-16 05:11:48,1039,57,94.74,3,web
2290,2023-02-19 06:30:33,2393,96,39.41,4,web
134,2023-03-27 18:43:12,377,215,78.52,2,app
4768,2023-02-26 01:52:55,2445,105,85.92,2,web
3614,2023-02-12 13:37:40,1477,32,29.81,1,app
142,2023-03-15 00:47:19,1224,148,46.46,3,web
1077,2023-03-10 08:32:44,1201,143,53.74,1,web
3268,2023-01-06 13:25:48,356,160,14.64,2,web
1423,2023-03-13 21:27:47,1824,145,87.83,1,web
277,2023-02-11 08:28:36,324,128,32.27,4,app
481,2023-02-15 23:09:49,1182,146,31.54,1,app
125,2023-03-29 22:30:10,1415,10,93.17,5,web
663,2023-03-27 09:42:50,2434,102,62.78,2,web
647,2023-03-23 02:29:39,2048,58,27.34,1,web
3195,2023-01-02 16:22:31,1602,54,59.34,3,app
4038,2023-03-30 03:04:39,2167,153,31.47,4,app
1524,2023-03-28 19:02:35,2385,180,5.91,5,web
246,2023-03-14 02:42:37,216,16,28.62,2,app
435,2023-01-24 22:26:57,2065,7,23.09,1,web
1008,2023-03-25 09:59:20,2406,203,39.21,3,app
444,2023-01-15 15:04:56,1530,150,25.58,2,web
4790,2023-02-03 04:30:43,1258,94,11.08,2,web
3154,2023-02-27 21:35:25,36,216,60.92,5,web
3232,2023-03-26 12:11:19,1947,15,43.46,2,web
2802,2023-02-13 19:57:48,693,44,63.19,5,web
2977,2023-02-08 03:18:28,1931,168,65.47,5,web
3936,2023-03-03 00:30:27,1754,37,14.6,4,app
4551,2023-03-17 17:24:40,2323,117,56.14,5,app
1449,2023-02-17 02:56:47,2076,218,32.16,3,app
1919,2023-03-25 05:01:18,1075,130,46.39,2,web
4501,2023-03-26 08:53:26,1032,206,88.94,2,web
4243,2023-01-19 01:16:55,1114,72,27.61,1,app
3062,2023-03-17 11:11:05,1752,108,75.11,2,app
1012,2023-03-05 06:02:04,1167,91,16.48,4,app
3257,2023-02-09 11:39:46,1772,17,89.24,5,app
618,2023-01-15 07:01:49,1931,96,39.41,2,app
4506,2023-02-15 08:00:10,1416,201,58.77,5,web
182,2023-03-09 09:10:31,798,171,87.56,3,app
2383,2023-01-22 05:26:06,343,55,98.09,4,app
2456,2023-03-30 18:54:49,720,197,64.7,4,app
4552,2023-03-08 12:57:25,942,186,50.9,3,app
224,2023-01-28 03:33:52,1852,199,40.28,4,web
4630,2023-02-17 23:56:17,639,205,74.74,5,app
1538,2023-01-11 16:06:43,1380,238,73.49,4,web
2378,2023-02-12 08:29:50,1687,218,32.16,5,app
3767,2023-01-24 10:05:50,1002,55,98.09,3,web
2456,2023-03-30 18:54:49,720,144,89.62,2,app
1252,2023-01-27 15:18:41,2110,212,11.8,5,app
1982,2023-01-02 20:23:14,1125,72,27.61,5,app
2657,2023-03-21 23:43:29,748,152,5.99,4,web
3972,2023-02-23 03:24:09,1929,175,86.04,5,web
3904,2023-03-10 04:23:40,1528,14,17.14,3,app
2798,2023-02-15 11:30:02,1306,217,15.17,3,web
1930,2023-02-26 02:32:09,1931,61,99.17,3,app
2501,2023-03-21 06:41:01,1318,191,11.45,1,app
2824,2023-03-04 17:36:37,1411,77,57.61,4,app
4978,2023-03-30 17:17:41,596,141,63.16,3,app
1385,2023-03-16 10:50:52,1295,4,96.0,2,app
4927,2023-03-12 22:29:42,194,80,71.87,5,web
1439,2023-03-11 09:36:22,62,67,22.18,3,app
2509,2023-02-13 20:37:28,1880,128,32.27,4,app
3987,2023-01-06 14:17:36,2185,160,14.64,5,web
3145,2023-01-14 03:28:08,1532,195,13.36,2,web
2133,2023-02-01 13:04:54,902,156,18.34,2,web
4192,2023-02-21 13:09:09,18,127,24.01,4,web
3743,2023-01-04 18:20:39,1639,69,81.07,5,app
2364,2023-03-23 07:00:11,1336,90,19.96,4,app
2137,2023-02-22 17:12:50,150,41,66.1,1,app
1307,2023-03-14 13:36:06,1884,158,44.8,3,web
4044,2023-03-27 16:59:56,360,202,91.58,1,app
4486,2023-01-08 11:39:01,414,21,37.39,2,app
4465,2023-03-10 22:55:09,2262,218,32.16,1,app
2853,2023-02-16 19:02:48,945,121,5.86,4,app
4815,2023-03-08 12:01:20,2182,202,91.58,1,web
4472,2023-01-18 07:16:59,2133,108,75.11,1,app
1915,2023-01-28 16:16:31,1162,70,90.77,5,app
3739,2023-03-20 09:35:58,1553,186,50.9,1,web
3822,2023-01-14 06:18:07,726,155,62.5,4,web
2112,2023-02-12 11:35:35,1623,199,40.28,3,web
1638,2023-03-11 03:36:37,1001,126,14.26,1,app
4005,2023-01-21 17:27:53,2235,43,29.49,2,app
1017,2023-03-14 00:29:38,1952,58,27.34,1,app
2240,2023-02-10 08:51:55,2060,203,39.21,4,app
3921,2023-02-09 04:55:16,1714,238,73.49,5,app
592,2023-02-19 22:26:07,329,27,24.13,5,web
2094,2023-03-12 02:00:42,483,194,85.04,3,app
2545,2023-01-10 15:31:53,221,39,11.11,2,app
2921,2023-01-02 07:29:34,513,114,13.91,3,web
1830,2023-02-20 21:59:00,566,5,22.83,5,app
1080,2023-02-10 06:02:36,2430,215,78.52,4,app
3072,2023-01-20 13:13:31,1912,79,46.74,4,web
1940,2023-02-18 03:31:01,2386,164,13.99,2,app
128,2023-01-28 03:04:10,1776,35,78.52,1,app
3290,2023-02-28 09:39:03,2423,206,88.94,5,web
3461,2023-03-21 05:57:48,1591,182,16.41,1,web
19,2023-02-09 09:50:07,630,149,18.52,2,app
2447,2023-02-15 01:51:08,1742,33,48.96,3,app
2264,2023-02-19 23:55:54,434,189,60.6,1,app
3581,2023-03-20 16:27:24,1372,201,58.77,1,web
569,2023-03-24 01:57:23,808,101,54.27,5,web
42,2023-03-21 21:08:39,1650,214,11.53,4,web
1056,2023-02-07 16:21:52,998,41,66.1,1,web
1404,2023-03-25 22:29:32,2226,126,14.26,2,web
2176,2023-01-22 18:31:45,2235,103,34.24,2,web
4033,2023-02-28 22:09:55,1681,4,96.0,5,app
1653,2023-01-25 06:24:37,1545,8,39.81,3,app
3298,2023-01-28 09:11:46,1710,22,16.71,1,web
6,2023-03-28 12:13:34,802,41,66.1,3,web
2918,2023-01-19 10:18:31,2140,46,91.75,4,web
1603,2023-02-27 15:51:45,1073,174,42.34,2,web
4646,2023-03-14 21:38:12,961,93,12.01,5,app
3199,2023-03-21 17:14:52,636,163,23.41,1,web
4160,2023-03-10 00:34:49,1111,124,76.33,3,web
525,2023-01-27 05:38:08,638,117,56.14,5,web
755,2023-02-08 03:32:26,603,135,72.48,2,web
1448,2023-03-12 21:35:50,430,179,65.13,2,web
3096,2023-03-30 09:09:07,53,53,10.83,3,app
142,2023-03-15 00:47:19,1224,18,32.23,4,web
3238,2023-01-11 08:46:41,2035,83,8.97,2,web
1567,2023-02-06 05:34:51,1109,182,16.41,3,app
3960,2023-03-25 11:48:50,2320,32,29.81,1,app
3747,2023-02-04 00:41:41,1784,133,94.56,1,app
4201,2023-03-29 14:00:30,320,119,37.91,5,app
936,2023-02-04 01:00:12,1447,178,53.42,2,web
3046,2023-02-02 06:51:02,1774,102,62.78,5,app
4652,2023-03-05 09:37:43,197,116,16.86,2,app
2622,2023-02-27 00:41:07,2439,210,54.44,3,web
304,2023-03-23 10:16:21,15,173,12.01,5,app
3919,2023-03-28 14:24:42,169,160,14.64,2,web
2253,2023-03-16 22:46:48,2253,77,57.61,5,web
3119,2023-03-07 06:25:52,552,212,11.8,1,app
4559,2023-02-10 00:49:07,2339,106,96.51,3,web
3048,2023-01-05 22:54:55,1515,177,37.67,5,web
1851,2023-01-30 18:14:51,1308,73,56.05,5,web
2591,2023-03-12 20:17:45,151,16,28.62,4,web
4187,2023-02-11 07:08:05,1607,60,48.95,4,web
2924,2023-03-07 15:08:57,1625,40,96.75,5,web
1179,2023-02-19 03:49:31,356,93,12.01,3,app
877,2023-03-04 15:58:02,2082,60,48.95,4,web
3389,2023-01-13 11:44:27,1625,88,81.31,1,web
3669,2023-01-11 11:43:06,1520,192,64.34,1,web
1905,2023-01-12 08:30:52,320,92,84.13,1,app
1007,2023-01-31 02:32:25,2443,164,13.99,4,web
757,2023-02-15 17:38:05,1536,48,85.2,5,web
4099,2023-02-04 12:34:29,2225,29,53.64,1,app
187,2023-03-27 16:03:22,21,29,53.64,4,web
3165,2023-01-06 13:26:40,2251,144,89.62,5,web
532,2023-01-01 23:31:01,2207,37,14.6,1,web
1212,2023-03-09 07:58:38,861,2,85.17,3,app
2422,2023-03-07 07:07:15,1448,109,18.11,3,web
553,2023-03-30 07:40:04,1203,179,65.13,2,app
3280,2023-03-07 18:36:12,506,22,16.71,4,app
264,2023-01-12 22:04:49,1949,106,96.51,4,web
4047,2023-01-24 10:50:37,1680,237,63.3,1,web
1623,2023-01-06 15:17:10,1808,55,98.09,4,web
3502,2023-02-12 22:11:50,1973,29,53.64,1,web
1491,2023-03-09 06:08:18,2370,236,18.32,3,web
3975,2023-01-10 18:54:52,832,114,13.91,4,app
3716,2023-01-06 21:30:59,574,32,29.81,4,web
2083,2023-03-08 10:02:08,250,158,44.8,2,web
633,2023-03-25 17:42:07,769,40,96.75,3,web
4728,2023-03-11 04:39:49,114,63,22.73,2,app
1350,2023-01-08 13:53:17,424,109,18.11,2,web
2169,2023-01-06 18:36:55,328,119,37.91,1,web
4178,2023-02-27 12:23:46,1902,61,99.17,1,app
1524,2023-03-28 19:02:35,2385,111,66.5,5,web
2758,2023-03-04 03:55:00,1889,6,85.97,5,web
3509,2023-01-13 18:11:41,1922,76,19.21,4,web
1387,2023-02-06 06:07:30,724,179,65.13,4,web
4362,2023-01-31 23:09:45,1313,63,22.73,5,app
2584,2023-01-29 13:47:03,1204,63,22.73,2,app
473,2023-01-25 19:44:47,921,137,12.98,1,web
1481,2023-02-04 03:02:10,274,46,91.75,2,web
860,2023-02-10 13:47:37,1034,25,68.32,4,app
1760,2023-02-16 02:03:24,1674,43,29.49,3,app
2840,2023-01-05 13:19:21,149,183,72.14,5,app
4614,2023-03-14 19:46:57,2105,209,45.24,1,web
3363,2023-01-01 10:44:36,624,116,16.86,5,web
2059,2023-03-07 04:08:22,2165,31,74.9,5,app
4804,2023-03-26 07:02:39,1360,8,39.81,1,app
3770,2023-01-18 15:09:08,509,34,78.5,4,web
4713,2023-02-21 20:25:02,2089,37,14.6,4,app
934,2023-03-19 07:21:58,1500,152,5.99,1,app
2858,2023-01-12 10:48:54,210,88,81.31,4,web
1992,2023-03-06 16:04:48,1578,55,98.09,5,app
737,2023-02-13 21:48:46,350,143,53.74,1,web
4967,2023-01-20 21:22:21,1640,45,47.2,3,app
4487,2023-03-30 07:59:23,1349,94,11.08,3,app
3526,2023-02-06 13:03:23,1277,100,86.41,2,app
4786,2023-01-13 22:43:54,1549,29,53.64,5,app
1275,2023-01-13 09:49:27,299,148,46.46,3,app
3760,2023-03-25 09:40:06,385,141,63.16,2,app
147,2023-01-16 15:05:50,1131,5,22.83,4,app
1907,2023-03-09 11:00:35,1317,158,44.8,4,web
2052,2023-02-02 11:08:46,1560,30,66.16,5,web
544,2023-02-05 16:54:23,634,65,90.16,3,app
996,2023-02-26 10:48:11,1555,174,42.34,5,web
4396,2023-01-28 07:01:58,1905,154,27.45,3,web
3468,2023-03-30 00:50:12,1818,63,22.73,5,app
4763,2023-02-28 00:11:38,1484,210,54.44,2,app
3179,2023-03-06 05:34:30,1860,176,61.48,3,app
1811,2023-03-10 01:44:29,280,179,65.13,4,web
1222,2023-01-22 07:36:34,2,95,13.12,2,web
3626,2023-03-13 09:04:31,2276,122,87.97,4,app
82,2023-03-20 06:14:44,476,24,42.42,4,web
4948,2023-01-16 06:15:21,1779,194,85.04,1,app
2872,2023-02-11 03:39:37,457,56,27.6,2,app
3546,2023-02-18 13:52:56,1688,79,46.74,4,app
4732,2023-03-03 19:35:03,524,114,13.91,5,web
4205,2023-02-13 00:29:55,5,191,11.45,1,web
3028,2023-01-05 14:04:34,935,110,80.01,1,app
2043,2023-01-12 13:23:43,255,218,32.16,1,app
1494,2023-02-07 00:01:34,2093,113,80.26,4,app
229,2023-03-06 17:06:16,1342,87,67.86,1,app
895,2023-02-26 05:27:25,1552,32,29.81,5,app
4968,2023-03-10 22:40:22,1625,76,19.21,5,app
2844,2023-02-01 09:24:18,39,122,87.97,2,web
4498,2023-02-06 06:17:08,1530,112,50.15,5,web
4486,2023-01-08 11:39:01,414,33,48.96,5,app
4791,2023-03-13 16:08:40,1501,195,13.36,3,web
4210,2023-02-08 18:29:10,1213,33,48.96,3,web
3373,2023-02-16 15:24:26,2258,94,11.08,1,web
2019,2023-02-04 03:31:02,2427,104,36.12,3,web
4655,2023-03-29 18:07:37,81,24,42.42,5,app
2120,2023-02-17 06:23:11,1833,150,25.58,2,app
2818,2023-03-04 16:48:30,127,172,39.84,1,web
1609,2023-02-05 12:04:09,2279,210,54.44,5,app
3132,2023-03-08 06:34:02,942,60,48.95,1,app
2111,2023-03-04 10:45:31,22,177,37.67,2,web
1361,2023-01-17 09:13:06,736,226,31.63,4,app
3723,2023-03-12 14:28:55,1997,94,11.08,1,web
926,2023-01-08 16:17:24,1598,67,22.18,2,app
4010,2023-03-08 00:03:44,617,7,23.09,3,app
1512,2023-02-17 20:18:44,813,208,10.48,1,web
2343,2023-03-05 12:35:53,2160,116,16.86,3,web
2662,2023-03-06 11:23:09,2070,7,23.09,4,app
412,2023-01-28 10:09:54,694,37,14.6,3,web
1723,2023-02-08 01:49:13,708,117,56.14,4,app
2136,2023-03-11 12:03:07,2338,105,85.92,4,web
80,2023-02-20 04:30:55,347,67,22.18,1,web
2863,2023-03-18 18:33:21,1523,221,73.68,4,web
495,2023-03-03 13:00:20,344,195,13.36,5,app
2251,2023-03-21 13:36:53,661,126,14.26,2,web
4355,2023-01-16 16:04:03,891,80,71.87,3,web
2546,2023-02-13 05:08:25,1660,159,5.92,2,app
769,2023-03-18 16:45:45,242,130,46.39,5,web
4232,2023-02-28 22:20:37,686,200,16.13,5,app
1335,2023-03-25 22:42:08,284,64,54.4,5,web
4729,2023-03-26 00:05:41,357,61,99.17,2,app
1261,2023-02-26 16:31:49,1160,123,32.46,3,web
3817,2023-02-16 00:47:12,1244,229,20.94,4,app
1674,2023-01-27 17:21:52,1022,17,89.24,3,app
3083,2023-02-21 19:30:40,714,61,99.17,5,app
1565,2023-03-05 18:59:51,505,230,39.57,2,web
2220,2023-01-06 12:49:04,1667,235,30.67,4,app
2673,2023-01-16 03:18:27,275,44,63.19,2,app
2261,2023-02-27 09:30:56,830,58,27.34,3,app
4184,2023-01-27 01:04:23,196,145,87.83,2,app
512,2023-03-16 18:16:38,2097,217,15.17,5,app
1554,2023-02-09 19:59:25,1709,218,32.16,4,web
2848,2023-01-21 17:40:07,520,191,11.45,4,app
4465,2023-03-10 22:55:09,2262,121,5.86,5,app
2799,2023-02-28 16:03:51,18,168,65.47,2,web
2140,2023-03-30 15:23:31,939,47,79.97,2,web
4523,2023-01-10 03:42:39,951,130,46.39,5,app
953,2023-02-23 02:26:29,298,122,87.97,3,app
3481,2023-01-22 21:51:48,2066,198,51.53,1,app
2495,2023-01-15 17:37:37,1117,145,87.83,2,web
138,2023-01-19 09:51:42,2269,183,72.14,4,app
4627,2023-02-05 08:36:33,338,218,32.16,2,web
2359,2023-02-13 04:14:19,2422,83,8.97,1,web
3440,2023-03-20 11:10:10,2451,126,14.26,4,app
4241,2023-02-17 00:49:42,1721,57,94.74,5,web
3227,2023-03-14 12:11:10,2183,135,72.48,3,app
1937,2023-01-27 22:03:06,1078,160,14.64,2,app
4988,2023-01-01 03:53:38,253,231,90.51,4,app
3155,2023-02-22 15:05:19,470,88,81.31,3,web
4813,2023-02-27 02:10:50,554,223,60.76,5,app
2538,2023-02-03 18:26:59,230,109,18.11,4,app
